# Station x y z coordinates


station-0
0 450 0
283 404 0
289 0 0
0 0 0


station-850
0 254 850
182 254 850
278 0 850
0 0 850


station-1700
0 236 1700
230 140 1700
240 0 1700
0 0 1700


station-2550
0 218 2550
85 218 2550
163 0 2550
0 0 2550


station-3400
0 109 3400
6 109 3400
22 0 3400
0 0 3400
