# Station x y z coordinates


station-0
0 300 0
170 290 0
289 0 0
0 0 0


station-850
0 410 850
260 360 850
278 0 850
0 0 850


station-1700
0 430 1700
220 320 1700
240 0 1700
0 0 1700


station-2550
0 280 2550
120 280 2550
163 0 2550
0 0 2550


station-3400
0 120 3400
10 120 3400
22 0 3400
0 0 3400
